Crash Number,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,LOCATION,Latitude,Longitude,Coordinates
32202,05/24/2014 10:00:00 PM,Saturday,Auto,Auto,,Brattle St,MOUNT AUBURN ST,"Brattle St & MOUNT AUBURN ST Cambridge, MA",42.3752823,-71.1456985,"(42.3752823, -71.1456985)"
32203,05/25/2014 11:55:00 AM,Sunday,Auto,Auto,,Brattle St,Sparks St,"Brattle St & Sparks St Cambridge, MA",42.3778458,-71.1301651,"(42.3778458, -71.1301651)"
32204,05/27/2014 07:41:00 AM,Tuesday,Auto,Pedestrian,,FULKERSON ST,Thorndike Pl,"FULKERSON ST & Thorndike Pl Cambridge, MA",42.3705482,-71.0872345,"(42.3705482, -71.0872345)"
32205,05/22/2014 05:39:00 PM,Thursday,Auto,Auto,133,Putnam Ave,Magee St,"133 Putnam Ave Cambridge, MA",42.3662987,-71.1135635,"(42.3662987, -71.1135635)"
32206,05/22/2014 05:54:00 PM,Thursday,Auto,Auto,1488,Cambridge St,,"1488 Cambridge St Cambridge, MA",42.3741302,-71.1039505,"(42.3741302, -71.1039505)"
32207,05/22/2014 08:16:00 PM,Thursday,Auto,Parked Vehicle,89,Second St,HURLEY ST,"89 Second St Cambridge, MA",42.3684235,-71.079155,"(42.3684235, -71.079155)"
32208,05/23/2014 03:14:00 AM,Friday,Motorcycle,Fixed Object,,Broadway,,"Broadway Cambridge, MA",0,0,"(0, 0)"
32209,05/23/2014 05:45:00 PM,Friday,Auto,Auto,63,FAYERWEATHER ST,,"63 FAYERWEATHER ST Cambridge, MA",42.3802834,-71.1375656,"(42.3802834, -71.1375656)"
32210,05/25/2014 02:45:00 AM,Sunday,Auto,Auto,11,HUNTING ST,,"11 HUNTING ST Cambridge, MA",42.37286,-71.0911102,"(42.37286, -71.0911102)"
32211,05/25/2014 09:56:00 AM,Sunday,Auto,Auto,104,Amory St,,"104 Amory St Cambridge, MA",42.3717308,-71.1005554,"(42.3717308, -71.1005554)"
32212,05/26/2014 02:08:00 PM,Monday,Auto,Auto,16,Arrow St,,"16 Arrow St Cambridge, MA",42.3714142,-71.1153336,"(42.3714142, -71.1153336)"
32213,05/16/2014 08:30:00 PM,Friday,Auto,Taxi,,Putnam Ave,,"Putnam Ave Cambridge, MA",0,0,"(0, 0)"
32214,05/17/2014 08:38:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,ROSELAND ST,"Massachusetts Ave & ROSELAND ST Cambridge, MA",42.3868217,-71.1191788,"(42.3868217, -71.1191788)"
32215,05/20/2014 12:30:00 PM,Tuesday,Auto,Parked Vehicle,,FIRST ST,,"FIRST ST Cambridge, MA",0,0,"(0, 0)"
32216,05/20/2014 12:19:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,Beech St,"Massachusetts Ave & Beech St Cambridge, MA",42.3902931,-71.1209946,"(42.3902931, -71.1209946)"
32217,05/22/2014 07:50:00 AM,Thursday,Auto,Pedestrian,9,Story St,,"9 Story St Cambridge, MA",42.3739014,-71.1225815,"(42.3739014, -71.1225815)"
32218,05/22/2014 08:10:00 AM,Thursday,Auto,Auto,,Cambridge St,,"Cambridge St Cambridge, MA",0,0,"(0, 0)"
32219,05/25/2014 09:37:00 PM,Sunday,Motorcycle,Parked Vehicle,191,MOUNT AUBURN ST,,"191 MOUNT AUBURN ST Cambridge, MA",42.3745918,-71.12883,"(42.3745918, -71.12883)"
32220,05/26/2014 02:45:00 PM,Monday,Auto,Auto,,Gore St,Third St,"Gore St & Third St Cambridge, MA",42.3717155,-71.0796814,"(42.3717155, -71.0796814)"
32221,05/26/2014 06:18:00 PM,Monday,Taxi,Pedestrian,,Columbia St,,"Columbia St Cambridge, MA",0,0,"(0, 0)"
32222,05/26/2014 08:33:00 PM,Monday,Auto,Auto,,Massachusetts Ave,Albany St,"Massachusetts Ave & Albany St Cambridge, MA",42.3608284,-71.0960159,"(42.3608284, -71.0960159)"
32223,05/27/2014 01:00:00 PM,Tuesday,Auto,Parked Vehicle,66,Jackson Cir,,"66 Jackson Cir Cambridge, MA",42.3919945,-71.1354599,"(42.3919945, -71.1354599)"
32224,05/27/2014 01:13:00 PM,Tuesday,Auto,Auto,1734,Massachusetts Ave,,"1734 Massachusetts Ave Cambridge, MA",42.3844376,-71.1194382,"(42.3844376, -71.1194382)"
32225,05/27/2014 07:05:00 PM,Tuesday,Auto,Fixed Object,10,GLADSTONE ST,,"10 GLADSTONE ST Cambridge, MA",42.4012756,-71.1345673,"(42.4012756, -71.1345673)"
32226,05/20/2014 07:00:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Beech St,"Massachusetts Ave & Beech St Cambridge, MA",42.3902931,-71.1209946,"(42.3902931, -71.1209946)"
32227,05/28/2014 08:05:00 AM,Wednesday,Auto,Auto,,Cambridge St,FAYETTE ST,"Cambridge St & FAYETTE ST Cambridge, MA",42.3738937,-71.1021042,"(42.3738937, -71.1021042)"
32228,05/28/2014 12:00:00 PM,Wednesday,Auto,Truck,,Massachusetts Ave,EVERETT ST,"Massachusetts Ave & EVERETT ST Cambridge, MA",42.3799896,-71.1199265,"(42.3799896, -71.1199265)"
32229,05/29/2014 03:30:00 PM,Thursday,Truck,Truck,125,Sidney St,,"125 Sidney St Cambridge, MA",42.359623,-71.1033401,"(42.359623, -71.1033401)"
32230,05/27/2014 12:00:00 AM,Tuesday,Auto,Parked Vehicle,46,PEARL ST,,"46 PEARL ST Cambridge, MA",42.3637199,-71.1036606,"(42.3637199, -71.1036606)"
32231,05/29/2014 12:05:00 PM,Tuesday,Auto,Auto,174,Alewife Brook Pky,,"174 Alewife Brook Pky Cambridge, MA",42.3924942,-71.1409454,"(42.3924942, -71.1409454)"
32232,05/30/2014 12:30:00 AM,Friday,Auto,Fixed Object,,Massachusetts Ave,Chauncy St,"Massachusetts Ave & Chauncy St Cambridge, MA",42.3799896,-71.1199265,"(42.3799896, -71.1199265)"
32233,05/30/2014 02:57:00 PM,Friday,Auto,Auto,125,Massachusetts Ave,Vassar St,"125 Massachusetts Ave Cambridge, MA",42.3600769,-71.0947571,"(42.3600769, -71.0947571)"
32234,05/30/2014 05:30:00 PM,Friday,Auto,Auto,265,Rindge Ave,,"265 Rindge Ave Cambridge, MA",42.3936119,-71.1348267,"(42.3936119, -71.1348267)"
32235,05/30/2014 05:40:00 PM,Friday,Auto,Auto,,Massachusetts Ave,NORRIS ST,"Massachusetts Ave & NORRIS ST Cambridge, MA",42.3960304,-71.1287079,"(42.3960304, -71.1287079)"
32236,05/31/2014 12:00:00 AM,Saturday,Auto,Parked Vehicle,812,MEMORIAL DR,,"812 MEMORIAL DR Cambridge, MA",42.3611107,-71.1159134,"(42.3611107, -71.1159134)"
32237,05/31/2014 11:30:00 AM,Saturday,Auto,Parked Vehicle,46,Warren St,,"46 Warren St Cambridge, MA",42.3734207,-71.0879517,"(42.3734207, -71.0879517)"
32238,05/31/2014 01:30:00 PM,Saturday,Auto,Auto,,Cardinal Medeiros Ave,Binney St,"Cardinal Medeiros Ave & Binney St Cambridge, MA",42.3677368,-71.0909576,"(42.3677368, -71.0909576)"
32239,05/31/2014 01:30:00 PM,Saturday,Auto,Parked Vehicle,362,Rindge Ave,,"362 Rindge Ave Cambridge, MA",42.3938904,-71.1384354,"(42.3938904, -71.1384354)"
32240,05/31/2014 05:00:00 PM,Saturday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
32241,05/31/2014 06:40:00 PM,Saturday,Auto,Auto,1645,Massachusetts Ave,,"1645 Massachusetts Ave Cambridge, MA",42.3813477,-71.1197815,"(42.3813477, -71.1197815)"
32242,05/31/2014 11:48:00 PM,Saturday,Taxi,Bicycle,,Ames St,MEMORIAL DR,"Ames St & MEMORIAL DR Cambridge, MA",42.3592377,-71.0871658,"(42.3592377, -71.0871658)"
32243,06/01/2014 06:30:00 PM,Sunday,Auto,Parked Vehicle,,Cambridgeside Pl,,"Cambridgeside Pl Cambridge, MA",0,0,"(0, 0)"
32244,05/09/2014 02:43:00 PM,Friday,Auto,Parked Vehicle,,DUNSTER ST,,"DUNSTER ST Cambridge, MA",0,0,"(0, 0)"
32245,05/07/2014 08:35:00 AM,Wednesday,Auto,Auto,580,MOUNT AUBURN ST,,"580 MOUNT AUBURN ST Cambridge, MA",42.3753853,-71.1426773,"(42.3753853, -71.1426773)"
32246,05/09/2014 02:30:00 PM,Friday,Auto,Auto,,Broadway,Cambridge St,"Broadway & Cambridge St Cambridge, MA",42.3756142,-71.1157303,"(42.3756142, -71.1157303)"
32247,05/19/2014 08:25:00 AM,Monday,Auto,Parked Vehicle,53,MAPLE AVE,Cambridge St,"53 MAPLE AVE Cambridge, MA",42.3737755,-71.1036453,"(42.3737755, -71.1036453)"
32248,05/20/2014 12:27:00 PM,Tuesday,Auto,Pedestrian,699,MOUNT AUBURN ST,HOMER AVE,"699 MOUNT AUBURN ST Cambridge, MA",42.3747215,-71.1494598,"(42.3747215, -71.1494598)"
32249,05/28/2014 06:16:00 PM,Wednesday,Auto,Bicycle,1430,Massachusetts Ave,,"1430 Massachusetts Ave Cambridge, MA",42.3739471,-71.118927,"(42.3739471, -71.118927)"
32250,05/29/2014 01:24:00 PM,Thursday,Truck,Fixed Object,202,Vassal Ln,,"202 Vassal Ln Cambridge, MA",42.3843269,-71.1410751,"(42.3843269, -71.1410751)"
32251,05/31/2014 08:00:00 AM,Saturday,Auto,Auto,,GREEN ST,,"GREEN ST Cambridge, MA",0,0,"(0, 0)"
32252,05/28/2014 09:08:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,Sidney St,"Massachusetts Ave & Sidney St Cambridge, MA",42.3629494,-71.0995789,"(42.3629494, -71.0995789)"
32253,05/27/2014 10:16:00 AM,Tuesday,Auto,Parked Vehicle,109,Inman St,,"109 Inman St Cambridge, MA",42.3722687,-71.101387,"(42.3722687, -71.101387)"
32254,05/20/2014 03:04:00 PM,Tuesday,Auto,Truck,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
32255,05/21/2014 03:39:00 PM,Wednesday,Auto,Auto,,Portland St,Hampshire St,"Portland St & Hampshire St Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)"
32256,06/01/2014 01:30:00 PM,Sunday,Auto,Bicycle,,Hampshire St,Columbia St,"Hampshire St & Columbia St Cambridge, MA",42.369915,-71.0961914,"(42.369915, -71.0961914)"
32257,06/02/2014 06:51:00 PM,Tuesday,Auto,Auto,1,MAIN ST,,"1 MAIN ST Cambridge, MA",42.3629036,-71.0926971,"(42.3629036, -71.0926971)"
32258,06/02/2014 07:00:00 PM,Tuesday,Auto,Auto,818,Massachusetts Ave,Sellers St,"818 Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
32259,06/02/2014 04:33:00 PM,Monday,Auto,Pedestrian,,Cambridge St,Second St,"Cambridge St & Second St Cambridge, MA",42.3708611,-71.078598,"(42.3708611, -71.078598)"
32260,06/02/2014 06:51:00 PM,Monday,Auto,Bicycle,1,MAIN ST,,"1 MAIN ST Cambridge, MA",42.3629036,-71.0926971,"(42.3629036, -71.0926971)"
32261,06/02/2014 09:20:00 PM,Monday,Auto,Auto,,Beech St,ORCHARD ST,"Beech St & ORCHARD ST Cambridge, MA",42.3910027,-71.119957,"(42.3910027, -71.119957)"
32262,06/02/2014 07:10:00 PM,Monday,Auto,Bicycle,926,Massachusetts Ave,,"926 Massachusetts Ave Cambridge, MA",42.3684883,-71.109024,"(42.3684883, -71.109024)"
32263,06/03/2014 09:30:00 AM,Tuesday,Auto,Parked Vehicle,66,FAYETTE ST,,"66 FAYETTE ST Cambridge, MA",42.373436,-71.102478,"(42.373436, -71.102478)"
32264,06/03/2014 11:38:00 AM,Tuesday,Auto,Auto,1i75,Richdale Ave,,"1i75 Richdale Ave Cambridge, MA",42.388279,-71.1216354,"(42.388279, -71.1216354)"
32265,06/03/2014 01:30:00 PM,Tuesday,Auto,Bicycle,,Brookline St,EMILY ST,"Brookline St & EMILY ST Cambridge, MA",42.3602104,-71.1050262,"(42.3602104, -71.1050262)"
32266,06/03/2014 05:48:00 PM,Tuesday,Auto,Parked Vehicle,,Charles St,Sixth St,"Charles St & Sixth St Cambridge, MA",42.3682404,-71.0855865,"(42.3682404, -71.0855865)"
32267,06/03/2014 06:05:00 PM,Tuesday,Auto,Fixed Object,78,Fresh Pond Ln,,"78 Fresh Pond Ln Cambridge, MA",42.3791199,-71.1447067,"(42.3791199, -71.1447067)"
32268,06/03/2014 06:38:00 PM,Tuesday,Auto,Auto,1400,Massachusetts Ave,,"1400 Massachusetts Ave Cambridge, MA",42.3736305,-71.1191406,"(42.3736305, -71.1191406)"
32269,06/04/2014 12:15:00 PM,Wednesday,Auto,Parked Vehicle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)"
32270,06/05/2014 04:30:00 AM,Thursday,Auto,Auto,8,University Pl,,"8 University Pl Cambridge, MA",0,0,"(0, 0)"
32271,06/05/2014 12:30:00 PM,Thursday,Auto,Parked Vehicle,52,Church St,,"52 Church St Cambridge, MA",42.3741646,-71.1209488,"(42.3741646, -71.1209488)"
32272,05/11/2014 04:00:00 PM,Friday,Auto,Parked Vehicle,49,White St,,"49 White St Cambridge, MA",42.3895836,-71.1171036,"(42.3895836, -71.1171036)"
32273,06/05/2014 05:43:00 PM,Thursday,Auto,Pedestrian,1735,Massachusetts Ave,,"1735 Massachusetts Ave Cambridge, MA",42.3843346,-71.1194534,"(42.3843346, -71.1194534)"
32274,05/03/2014 05:25:00 PM,Tuesday,Auto,Auto,8,Inman Sq,,"8 Inman Sq Cambridge, MA",42.3670769,-71.1051254,"(42.3670769, -71.1051254)"
32275,06/02/2014 12:54:00 PM,Monday,Auto,Auto,,FULKERSON ST,Charles St,"FULKERSON ST & Charles St Cambridge, MA",42.368515,-71.0877151,"(42.368515, -71.0877151)"
32276,06/03/2014 06:38:00 PM,Tuesday,Bicycle,Bicycle,36,Willow St,,"36 Willow St Cambridge, MA",42.3708534,-71.0927963,"(42.3708534, -71.0927963)"
32277,06/05/2014 04:44:00 PM,Thursday,Auto,Auto,115,PROSPECT ST,,"115 PROSPECT ST Cambridge, MA",42.3682747,-71.1017609,"(42.3682747, -71.1017609)"
32278,06/07/2014 04:00:00 PM,Saturday,Auto,Auto,57,Putnam Ave,,"57 Putnam Ave Cambridge, MA",42.3683167,-71.1135178,"(42.3683167, -71.1135178)"
32279,06/07/2014 05:08:00 PM,Saturday,Bicycle,Parked Vehicle,49,Inman St,,"49 Inman St Cambridge, MA",42.3693848,-71.1034012,"(42.3693848, -71.1034012)"
32280,06/07/2014 11:06:00 PM,Saturday,Auto,Auto,,Broadway Ct,Columbia St,"Broadway Ct & Columbia St Cambridge, MA",42.3678703,-71.0973587,"(42.3678703, -71.0973587)"
32281,05/29/2014 06:29:00 PM,Thursday,Truck,Fixed Object,,EMILY ST,Brookline St,"EMILY ST & Brookline St Cambridge, MA",42.3602104,-71.1050262,"(42.3602104, -71.1050262)"
32282,06/09/2014 05:30:00 PM,Monday,Auto,Auto,642,HURON AVE,,"642 HURON AVE Cambridge, MA",42.3799095,-71.1516571,"(42.3799095, -71.1516571)"
32283,06/05/2014 12:00:00 AM,Thursday,Auto,Parked Vehicle,12,LEE ST,,"12 LEE ST Cambridge, MA",42.3678894,-71.1076355,"(42.3678894, -71.1076355)"
32284,06/06/2014 12:50:00 PM,Friday,Auto,Auto,,GARDEN ST,MASON ST,"GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.1221848,"(42.376564, -71.1221848)"
32285,06/07/2014 05:07:00 PM,Saturday,Auto,Fixed Object,,Western Ave,HEWS ST,"Western Ave & HEWS ST Cambridge, MA",42.3645554,-71.1130829,"(42.3645554, -71.1130829)"
32286,06/08/2014 02:17:00 PM,Sunday,Auto,Auto,,Hampshire St,Cambridge St,"Hampshire St & Cambridge St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
32287,06/09/2014 10:27:00 PM,Monday,Taxi,Taxi,100,Cambridgeside Pl,Land Blvd,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
32288,06/10/2014 08:42:00 AM,Tuesday,Auto,Bicycle,465,Broadway,,"465 Broadway Cambridge, MA",0,0,"(0, 0)"
32289,06/05/2014 10:00:00 AM,Thursday,Auto,Parked Vehicle,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.3903542,-71.1524734,"(42.3903542, -71.1524734)"
32290,06/10/2014 01:10:00 PM,Tuesday,Auto,Motorcycle,105,SPRING ST,,"105 SPRING ST Cambridge, MA",42.3693047,-71.0829773,"(42.3693047, -71.0829773)"
32291,06/11/2014 02:55:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Norfolk St,"Massachusetts Ave & Norfolk St Cambridge, MA",42.3644257,-71.1020813,"(42.3644257, -71.1020813)"
32292,06/12/2014 06:51:00 PM,Thursday,Auto,Parked Vehicle,1725,Massachusetts Ave,,"1725 Massachusetts Ave Cambridge, MA",42.3838081,-71.1195145,"(42.3838081, -71.1195145)"
32293,06/13/2014 10:00:00 AM,Friday,Auto,Auto,,Aberdeen Ct,MOUNT AUBURN ST,"Aberdeen Ct & MOUNT AUBURN ST Cambridge, MA",42.3752632,-71.1458282,"(42.3752632, -71.1458282)"
32294,06/10/2014 02:25:00 PM,Tuesday,Auto,Auto,225,Alewife Brook Pky,,"225 Alewife Brook Pky Cambridge, MA",42.3889351,-71.1430969,"(42.3889351, -71.1430969)"
32295,06/13/2014 08:03:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Brattle St,"MOUNT AUBURN ST & Brattle St Cambridge, MA",42.3752823,-71.1456985,"(42.3752823, -71.1456985)"
32296,06/14/2014 08:39:00 PM,Friday,Auto,Bicycle,,KIRKLAND ST,QUINCY ST,"KIRKLAND ST & QUINCY ST Cambridge, MA",42.3766365,-71.1140823,"(42.3766365, -71.1140823)"
32297,06/15/2014 12:37:00 AM,Sunday,Auto,Auto,,Tremont St,Hampshire St,"Tremont St & Hampshire St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)"
32298,06/10/2014 10:35:00 PM,Tuesday,Auto,Auto,14,Willow St,,"14 Willow St Cambridge, MA",0,0,"(0, 0)"
32299,06/10/2014 09:34:00 PM,Tuesday,Auto,Auto,,PLEASANT PL,Fairmont St,"PLEASANT PL & Fairmont St Cambridge, MA",42.3617325,-71.1109085,"(42.3617325, -71.1109085)"
32300,06/11/2014 09:26:00 AM,Wednesday,Auto,Auto,1692,Massachusetts Ave,,"1692 Massachusetts Ave Cambridge, MA",42.3828201,-71.1196213,"(42.3828201, -71.1196213)"
32301,06/12/2014 04:35:00 PM,Wednesday,Auto,Auto,118,SCIARAPPA ST,,"118 SCIARAPPA ST Cambridge, MA",42.3678398,-71.082283,"(42.3678398, -71.082283)"
32302,06/12/2014 04:46:00 PM,Thursday,Auto,Bicycle,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32303,06/11/2014 05:09:00 PM,Tuesday,Auto,Truck,235,Columbia St,,"235 Columbia St Cambridge, MA",42.3688393,-71.0968094,"(42.3688393, -71.0968094)"
32304,06/15/2014 11:01:00 AM,Sunday,Auto,Auto,,HURON AVE,Appleton Pl,"HURON AVE & Appleton Pl Cambridge, MA",42.3815231,-71.1341019,"(42.3815231, -71.1341019)"
32305,06/15/2014 12:56:00 AM,Sunday,Truck,Auto,55,MAGAZINE ST,,"55 MAGAZINE ST Cambridge, MA",42.3624649,-71.1073914,"(42.3624649, -71.1073914)"
32306,06/15/2014 10:40:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,SOMERVILLE AVE,"Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.3889656,-71.1196976,"(42.3889656, -71.1196976)"
32307,06/16/2014 01:00:00 PM,Monday,Auto,Auto,227,Alewife Brook Pky,,"227 Alewife Brook Pky Cambridge, MA",42.3888474,-71.143158,"(42.3888474, -71.143158)"
32308,06/16/2014 11:00:00 AM,Monday,Auto,Auto,,Broadway,Portland St,"Broadway & Portland St Cambridge, MA",42.3657913,-71.0920715,"(42.3657913, -71.0920715)"
32309,06/16/2014 10:40:00 AM,Monday,Auto,Auto,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.3592186,-71.0937195,"(42.3592186, -71.0937195)"
32310,06/16/2014 12:06:00 PM,Monday,Auto,Auto,8,Inman St,,"8 Inman St Cambridge, MA",42.3670769,-71.1051254,"(42.3670769, -71.1051254)"
32311,06/17/2014 11:18:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32312,06/17/2014 12:15:00 PM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,HOLYOKE ST,"MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA",42.3719711,-71.118576,"(42.3719711, -71.118576)"
32313,06/18/2014 12:26:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,ELLERY ST,"Massachusetts Ave & ELLERY ST Cambridge, MA",42.3695679,-71.1118622,"(42.3695679, -71.1118622)"
32314,06/18/2014 09:55:00 AM,Wednesday,Truck,Fixed Object,344,Rindge Ave,,"344 Rindge Ave Cambridge, MA",42.3938141,-71.1375427,"(42.3938141, -71.1375427)"
32315,06/18/2014 03:25:00 PM,Wednesday,Auto,Auto,150,Cambridge St,,"150 Cambridge St Cambridge, MA",42.3707771,-71.0779419,"(42.3707771, -71.0779419)"
32316,06/05/2014 11:11:00 AM,Thursday,Auto,Auto,,Athenaeum St,Kendall Sq,"Athenaeum St & Kendall Sq Cambridge, MA",42.364254,-71.0817566,"(42.364254, -71.0817566)"
32317,06/19/2014 09:53:00 AM,Thursday,Truck,Auto,,Hampshire St,Tremont St,"Hampshire St & Tremont St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)"
32318,06/19/2014 10:40:00 AM,Thursday,Auto,Auto,88,Gore St,,"88 Gore St Cambridge, MA",42.3719559,-71.081543,"(42.3719559, -71.081543)"
32319,06/19/2014 09:20:00 AM,Thursday,Auto,Auto,,Third St,HURLEY ST,"Third St & HURLEY ST Cambridge, MA",42.3683014,-71.080574,"(42.3683014, -71.080574)"
32320,06/19/2014 07:00:00 AM,Thursday,Auto,Auto,,Windsor St,MAIN ST,"Windsor St & MAIN ST Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)"
32321,06/19/2014 02:35:00 PM,Thursday,Auto,Auto,,OXFORD AVE,EVERETT ST,"OXFORD AVE & EVERETT ST Cambridge, MA",42.3798218,-71.1165085,"(42.3798218, -71.1165085)"
32322,06/21/2014 03:50:00 PM,Saturday,Auto,Fixed Object,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,"(42.3740692, -71.1188354)"
32323,06/22/2014 12:00:00 PM,Sunday,Auto,Auto,1098,Cambridge St,,"1098 Cambridge St Cambridge, MA",42.3730354,-71.0954971,"(42.3730354, -71.0954971)"
32324,06/22/2014 04:04:00 PM,Sunday,Auto,Auto,180-,Willow St,,"180- Willow St Cambridge, MA",42.3740425,-71.0914764,"(42.3740425, -71.0914764)"
32325,06/23/2014 04:00:00 PM,Monday,Auto,Auto,,FIRST ST,HURLEY ST,"FIRST ST & HURLEY ST Cambridge, MA",42.3679085,-71.0775604,"(42.3679085, -71.0775604)"
32326,06/20/2014 07:15:00 AM,Friday,Auto,Auto,,Massachusetts Ave,GARDEN ST,"Massachusetts Ave & GARDEN ST Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
32327,06/21/2014 10:58:00 AM,Saturday,Auto,Fixed Object,148,Brattle St,,"148 Brattle St Cambridge, MA",42.3775215,-71.1315842,"(42.3775215, -71.1315842)"
32328,06/24/2014 05:12:00 PM,Tuesday,Auto,Auto,,MOUNT AUBURN ST,Aberdeen Way,"MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.3752632,-71.1458282,"(42.3752632, -71.1458282)"
32329,06/24/2014 06:30:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Shepard St,"Massachusetts Ave & Shepard St Cambridge, MA",42.3818512,-71.1197205,"(42.3818512, -71.1197205)"
32330,06/25/2014 07:16:00 PM,Wednesday,Auto,Auto,149,Cambridge St,,"149 Cambridge St Cambridge, MA",42.3708382,-71.0784454,"(42.3708382, -71.0784454)"
32331,06/25/2014 02:19:00 PM,Wednesday,Auto,Auto,,FIRST ST,Cambridge St,"FIRST ST & Cambridge St Cambridge, MA",42.370636,-71.0769348,"(42.370636, -71.0769348)"
32332,06/23/2014 03:20:00 PM,Monday,Truck,Auto,,MAGAZINE ST,Auburn St,"MAGAZINE ST & Auburn St Cambridge, MA",42.363987,-71.1057129,"(42.363987, -71.1057129)"
32333,06/28/2014 02:30:00 AM,Saturday,Taxi,Auto,,Belmont St,Cushing St,"Belmont St & Cushing St Cambridge, MA",42.3748627,-71.1513138,"(42.3748627, -71.1513138)"
32334,06/27/2014 02:47:00 PM,Friday,Auto,Parked Vehicle,360,Western Ave,,"360 Western Ave Cambridge, MA",0,0,"(0, 0)"
32335,06/24/2014 10:40:00 AM,Tuesday,Auto,Auto,,FIELD ST,Fern St,"FIELD ST & Fern St Cambridge, MA",42.3871651,-71.1379089,"(42.3871651, -71.1379089)"
32336,06/27/2014 01:15:00 PM,Friday,Auto,Auto,290,Concord Ave,Walden St,"290 Concord Ave Cambridge, MA",42.3837547,-71.1339111,"(42.3837547, -71.1339111)"
32337,06/26/2014 08:50:00 PM,Thursday,Auto,Pedestrian,,GARDEN ST,Massachusetts Ave,"GARDEN ST & Massachusetts Ave Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
32338,06/22/2014 08:05:00 PM,Sunday,Auto,Parked Vehicle,116,HANCOCK ST,,"116 HANCOCK ST Cambridge, MA",42.3694115,-71.107605,"(42.3694115, -71.107605)"
32339,06/24/2014 07:45:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Bay St,"Massachusetts Ave & Bay St Cambridge, MA",42.3689919,-71.1102676,"(42.3689919, -71.1102676)"
32340,06/24/2014 09:57:00 PM,Tuesday,Auto,Bicycle,,Bristol St,Webster Ave,"Bristol St & Webster Ave Cambridge, MA",42.368309,-71.0928574,"(42.368309, -71.0928574)"
32341,06/16/2014 08:27:00 PM,Monday,Auto,Auto,,York Pl,HAMILTON ST,"York Pl & HAMILTON ST Cambridge, MA",0,0,"(0, 0)"
32342,06/17/2014 08:07:00 PM,Tuesday,Auto,Auto,196,PEMBERTON ST,SARGENT ST,"196 PEMBERTON ST Cambridge, MA",42.3910522,-71.1318665,"(42.3910522, -71.1318665)"
32343,06/18/2014 10:26:00 PM,Wednesday,Moped,Auto,,Walden St,FAYERWEATHER ST,"Walden St & FAYERWEATHER ST Cambridge, MA",42.3850021,-71.1327972,"(42.3850021, -71.1327972)"
32344,06/20/2014 11:00:00 AM,Friday,Auto,Parked Vehicle,,Binney St,Second St,"Binney St & Second St Cambridge, MA",42.3653526,-71.0798645,"(42.3653526, -71.0798645)"
32345,06/20/2014 06:33:00 PM,Sunday,Auto,Parked Vehicle,,FIFTH ST,Otis St,"FIFTH ST & Otis St Cambridge, MA",42.3707428,-71.0833054,"(42.3707428, -71.0833054)"
